,country_region,continent,population,date,month,day,confirmed,deaths,death / 100.000 hab,recovered,active,new cases,new deaths
15859,Spain,Europe,46756648.0,2020-03-22,3,22,28768,1772,3.7898354047963405,2575,24421,3394,397
15927,Argentina,South America,45236884.0,2020-03-23,3,23,301,4,0.008842342014538401,3,294,35,0
15968,Chile,South America,19132514.0,2020-03-23,3,23,801,2,0.010453409311499785,8,791,114,1
16016,Ecuador,South America,17668824.0,2020-03-23,3,23,981,18,0.10187435224891028,3,960,192,4
16077,Mexico,North America,129066160.0,2020-03-23,3,23,367,4,0.003099185719943942,4,359,51,1
16120,Spain,Europe,46756648.0,2020-03-23,3,23,35136,2311,4.942612652643534,2575,30250,6368,539
16188,Argentina,South America,45236884.0,2020-03-24,3,24,387,6,0.013263513021807604,52,329,86,2
16229,Chile,South America,19132514.0,2020-03-24,3,24,977,2,0.010453409311499785,17,958,176,0
16277,Ecuador,South America,17668824.0,2020-03-24,3,24,1082,27,0.15281152837336542,3,1052,101,9
16338,Mexico,North America,129066160.0,2020-03-24,3,24,405,5,0.0038739821499299276,4,396,38,1
16381,Spain,Europe,46756648.0,2020-03-24,3,24,39885,2808,6.005563101957181,3794,33283,4749,497
16449,Argentina,South America,45236884.0,2020-03-25,3,25,387,8,0.017684684029076803,52,327,0,2
16490,Chile,South America,19132514.0,2020-03-25,3,25,1197,3,0.01568011396724968,22,1172,220,1
16538,Ecuador,South America,17668824.0,2020-03-25,3,25,1173,28,0.15847121460941602,3,1142,91,1
16599,Mexico,North America,129066160.0,2020-03-25,3,25,475,6,0.004648778579915913,4,465,70,1
16642,Spain,Europe,46756648.0,2020-03-25,3,25,49515,3647,7.799960339329714,5367,40501,9630,839
16710,Argentina,South America,45236884.0,2020-03-26,3,26,502,9,0.019895269532711403,63,430,115,1
16751,Chile,South America,19132514.0,2020-03-26,3,26,1361,4,0.02090681862299957,22,1335,164,1
16799,Ecuador,South America,17668824.0,2020-03-26,3,26,1403,34,0.1924293320257194,3,1366,230,6
16860,Mexico,North America,129066160.0,2020-03-26,3,26,585,8,0.006198371439887884,4,573,110,2
16903,Spain,Europe,46756648.0,2020-03-26,3,26,57786,4365,9.335570847593694,7015,46406,8271,718
16971,Argentina,South America,45236884.0,2020-03-27,3,27,589,13,0.028737611547249808,72,504,87,4
17012,Chile,South America,19132514.0,2020-03-27,3,27,1665,5,0.026133523278749463,43,1617,304,1
17060,Ecuador,South America,17668824.0,2020-03-27,3,27,1595,36,0.20374870449782057,3,1556,192,2
17121,Mexico,North America,129066160.0,2020-03-27,3,27,717,12,0.009297557159831826,4,701,132,4
17164,Spain,Europe,46756648.0,2020-03-27,3,27,65719,5138,10.988811687270653,9357,51224,7933,773
17232,Argentina,South America,45236884.0,2020-03-28,3,28,690,18,0.039790539065422806,72,600,101,5
17273,Chile,South America,19132514.0,2020-03-28,3,28,2015,6,0.03136022793449936,61,1948,350,1
17321,Ecuador,South America,17668824.0,2020-03-28,3,28,1823,48,0.27166493933042746,3,1772,228,12
17382,Mexico,North America,129066160.0,2020-03-28,3,28,848,16,0.012396742879775768,4,828,131,4
17425,Spain,Europe,46756648.0,2020-03-28,3,28,73235,5982,12.793902591135275,12285,54968,7516,844
17493,Argentina,South America,45236884.0,2020-03-29,3,29,745,19,0.042001124569057406,72,654,55,1
17534,Chile,South America,19132514.0,2020-03-29,3,29,2245,7,0.03658693259024925,75,2163,230,1
17582,Ecuador,South America,17668824.0,2020-03-29,3,29,1924,58,0.3282618016909331,3,1863,101,10
17643,Mexico,North America,129066160.0,2020-03-29,3,29,993,20,0.01549592859971971,4,969,145,4
17686,Spain,Europe,46756648.0,2020-03-29,3,29,80110,6803,14.54980262913629,14709,58598,6875,821
17754,Argentina,South America,45236884.0,2020-03-30,3,30,820,23,0.050843466583595814,228,569,75,4
17795,Chile,South America,19132514.0,2020-03-30,3,30,2555,8,0.04181363724599914,156,2391,310,1
17843,Ecuador,South America,17668824.0,2020-03-30,3,30,1962,60,0.3395811741630343,3,1899,38,2
17904,Mexico,North America,129066160.0,2020-03-30,3,30,1094,28,0.02169430003960759,35,1031,101,8
17947,Spain,Europe,46756648.0,2020-03-30,3,30,87956,7716,16.50246613059174,16780,63460,7846,913
18015,Argentina,South America,45236884.0,2020-03-31,3,31,1054,27,0.059685808598134216,240,787,234,4
18056,Chile,South America,19132514.0,2020-03-31,3,31,2844,12,0.06272045586899871,156,2676,289,4
18104,Ecuador,South America,17668824.0,2020-03-31,3,31,2240,75,0.4244764677037928,54,2111,278,15
18165,Mexico,North America,129066160.0,2020-03-31,3,31,1215,29,0.022469096469593577,35,1151,121,1
18208,Spain,Europe,46756648.0,2020-03-31,3,31,95923,8464,18.102238637808252,19259,68200,7967,748
18276,Argentina,South America,45236884.0,2020-04-01,4,1,1054,28,0.061896394101768816,248,778,0,1
18317,Chile,South America,19132514.0,2020-04-01,4,1,3137,16,0.08362727449199828,234,2887,293,4
18365,Ecuador,South America,17668824.0,2020-04-01,4,1,2748,93,0.526350819952703,58,2597,508,18
18426,Mexico,North America,129066160.0,2020-04-01,4,1,1378,37,0.028667467909481464,35,1306,163,8
18469,Spain,Europe,46756648.0,2020-04-01,4,1,104118,9387,20.076289472247883,22647,72084,8195,923
18537,Argentina,South America,45236884.0,2020-04-02,4,2,1133,36,0.07958107813084561,256,841,79,8
18578,Chile,South America,19132514.0,2020-04-02,4,2,3510,18,0.09408068380349806,335,3157,373,2
18626,Ecuador,South America,17668824.0,2020-04-02,4,2,3163,120,0.6791623483260686,65,2978,415,27
18687,Mexico,North America,129066160.0,2020-04-02,4,2,1510,50,0.038739821499299276,35,1425,132,13
18730,Spain,Europe,46756648.0,2020-04-02,4,2,112065,10348,22.13161217202739,26743,74974,7947,961
18798,Argentina,South America,45236884.0,2020-04-03,4,3,1265,39,0.08621283464174942,266,960,132,3
18839,Chile,South America,19132514.0,2020-04-03,4,3,3843,22,0.11498750242649763,427,3394,333,4
18887,Ecuador,South America,17668824.0,2020-04-03,4,3,3368,145,0.8206545042273329,65,3158,205,25
18948,Mexico,North America,129066160.0,2020-04-03,4,3,1688,60,0.046487785799159125,633,995,178,10
18991,Spain,Europe,46756648.0,2020-04-03,4,3,119199,11198,23.949535475682517,30513,77488,7134,850
19059,Argentina,South America,45236884.0,2020-04-04,4,4,1451,43,0.09505517665628782,279,1129,186,4
19100,Chile,South America,19132514.0,2020-04-04,4,4,4355,27,0.1411210257052471,528,3800,512,5
19148,Ecuador,South America,17668824.0,2020-04-04,4,4,3465,172,0.9734660326006983,100,3193,97,27
19209,Mexico,North America,129066160.0,2020-04-04,4,4,1890,79,0.06120891796889285,633,1178,202,19
19252,Spain,Europe,46756648.0,2020-04-04,4,4,126168,11947,25.55144671619745,34219,80002,6969,749
19320,Argentina,South America,45236884.0,2020-04-05,4,5,1451,44,0.09726576215992243,280,1127,0,1
19361,Chile,South America,19132514.0,2020-04-05,4,5,4665,34,0.17770795829549635,618,4013,310,7
19409,Ecuador,South America,17668824.0,2020-04-05,4,5,3646,180,1.0187435224891028,100,3366,181,8
19470,Mexico,North America,129066160.0,2020-04-05,4,5,2143,94,0.07283086441868264,633,1416,253,15
19513,Spain,Europe,46756648.0,2020-04-05,4,5,131646,12641,27.035727625299398,38080,80925,5478,694
19581,Argentina,South America,45236884.0,2020-04-06,4,6,1554,48,0.10610810417446083,325,1181,103,4
19622,Chile,South America,19132514.0,2020-04-06,4,6,5009,37,0.19338807226274604,728,4244,344,3
19670,Ecuador,South America,17668824.0,2020-04-06,4,6,3747,191,1.081000071085659,100,3456,101,11
19731,Mexico,North America,129066160.0,2020-04-06,4,6,2439,125,0.09684955374824818,633,1681,296,31
19774,Spain,Europe,46756648.0,2020-04-06,4,6,136675,13341,28.53284093419186,40437,82897,5029,700
19842,Argentina,South America,45236884.0,2020-04-07,4,7,1628,56,0.12379278820353763,338,1234,74,8
19883,Chile,South America,19132514.0,2020-04-07,4,7,5310,43,0.22474830019724537,898,4369,301,6
19931,Ecuador,South America,17668824.0,2020-04-07,4,7,3747,191,1.081000071085659,100,3456,0,0
19992,Mexico,North America,129066160.0,2020-04-07,4,7,2785,141,0.10924629662802396,633,2011,346,16
20035,Spain,Europe,46756648.0,2020-04-07,4,7,141942,14045,30.03850917627799,43208,84689,5267,704
20103,Argentina,South America,45236884.0,2020-04-08,4,8,1715,63,0.13926688672897983,358,1294,87,7
20144,Chile,South America,19132514.0,2020-04-08,4,8,5740,48,0.25088182347599486,1115,4577,430,5
20192,Ecuador,South America,17668824.0,2020-04-08,4,8,4450,242,1.3696440691242382,140,4068,703,51
20253,Mexico,North America,129066160.0,2020-04-08,4,8,3181,174,0.13481457881756148,633,2374,396,33
20296,Spain,Europe,46756648.0,2020-04-08,4,8,148220,14792,31.63614295019609,48021,85407,6278,747
20364,Argentina,South America,45236884.0,2020-04-09,4,9,1795,72,0.15916215626169122,365,1358,80,9
20405,Chile,South America,19132514.0,2020-04-09,4,9,6166,57,0.2979221653777439,1274,4835,426,9
20453,Ecuador,South America,17668824.0,2020-04-09,4,9,4965,272,1.5394346562057553,339,4354,515,30
20514,Mexico,North America,129066160.0,2020-04-09,4,9,3441,194,0.1503105074172812,633,2614,260,20
20557,Spain,Europe,46756648.0,2020-04-09,4,9,153222,15447,33.03701326065974,52165,85610,5002,655
20625,Argentina,South America,45236884.0,2020-04-10,4,10,1975,82,0.18126801129803724,375,1518,180,10
20666,Chile,South America,19132514.0,2020-04-10,4,10,6695,65,0.339735802623743,1571,5059,529,8
20714,Ecuador,South America,17668824.0,2020-04-10,4,10,7161,297,1.6809268121070198,368,6496,2196,25
20775,Mexico,North America,129066160.0,2020-04-10,4,10,3844,233,0.18052756818673463,633,2978,403,39
20818,Spain,Europe,46756648.0,2020-04-10,4,10,158273,16081,34.39297017185663,55668,86524,5051,634
20886,Argentina,South America,45236884.0,2020-04-11,4,11,1975,83,0.18347859680167183,440,1452,0,1
20927,Chile,South America,19132514.0,2020-04-11,4,11,7366,73,0.3815494398697422,1864,5429,671,8
20975,Ecuador,South America,17668824.0,2020-04-11,4,11,7257,315,1.7828011643559298,411,6531,96,18
21036,Mexico,North America,129066160.0,2020-04-11,4,11,4219,273,0.21151942538617402,633,3313,375,40
21079,Spain,Europe,46756648.0,2020-04-11,4,11,163027,16606,35.515805153525974,59109,87312,4754,525
21147,Argentina,South America,45236884.0,2020-04-12,4,12,2142,90,0.19895269532711404,468,1584,167,7
21188,Chile,South America,19132514.0,2020-04-12,4,12,7652,80,0.4181363724599914,2059,5513,286,7
21236,Ecuador,South America,17668824.0,2020-04-12,4,12,7466,333,1.8846755166048403,501,6632,209,18
21297,Mexico,North America,129066160.0,2020-04-12,4,12,4661,296,0.22933974327585172,1772,2593,442,23
21340,Spain,Europe,46756648.0,2020-04-12,4,12,166831,17209,36.80546133247191,62391,87231,3804,603
21408,Argentina,South America,45236884.0,2020-04-13,4,13,2208,97,0.21442679385255628,515,1596,66,7
21449,Chile,South America,19132514.0,2020-04-13,4,13,7964,82,0.4285897817714912,2367,5515,312,2
21497,Ecuador,South America,17668824.0,2020-04-13,4,13,7529,355,2.009188613797953,597,6577,63,22
21558,Mexico,North America,129066160.0,2020-04-13,4,13,5014,332,0.25723241475534714,1843,2839,353,36
21601,Spain,Europe,46756648.0,2020-04-13,4,13,170099,17756,37.97534844670644,64727,87616,3268,547
21669,Argentina,South America,45236884.0,2020-04-14,4,14,2277,102,0.22547972137072925,559,1616,69,5
21710,Chile,South America,19132514.0,2020-04-14,4,14,8356,92,0.4808568283289901,2646,5618,392,10
21758,Ecuador,South America,17668824.0,2020-04-14,4,14,7603,369,2.088424221102661,696,6538,74,14
21819,Mexico,North America,129066160.0,2020-04-14,4,14,5399,406,0.31456735057431007,1964,3029,385,74
21862,Spain,Europe,46756648.0,2020-04-14,4,14,172541,18056,38.61696843623179,67504,86981,2442,300
21930,Argentina,South America,45236884.0,2020-04-15,4,15,2443,111,0.24537499090344064,596,1736,166,9
21971,Chile,South America,19132514.0,2020-04-15,4,15,8712,94,0.4913102376404899,2937,5681,356,2
22019,Ecuador,South America,17668824.0,2020-04-15,4,15,7858,388,2.1959582595876217,780,6690,255,19
22080,Mexico,North America,129066160.0,2020-04-15,4,15,5847,449,0.3478835970637075,2125,3273,448,43
22123,Spain,Europe,46756648.0,2020-04-15,4,15,177644,18708,40.01142254680019,70853,88083,5103,652
22191,Argentina,South America,45236884.0,2020-04-16,4,16,2571,115,0.25421733291797904,631,1825,128,4
22232,Chile,South America,19132514.0,2020-04-16,4,16,9246,105,0.5488039888537387,3299,5842,534,11
22280,Ecuador,South America,17668824.0,2020-04-16,4,16,8225,403,2.2808535531283805,838,6984,367,15
22341,Mexico,North America,129066160.0,2020-04-16,4,16,6297,486,0.37655106497318896,2125,3686,450,37
22384,Spain,Europe,46756648.0,2020-04-16,4,16,184948,19315,41.309633658939795,74797,90836,7304,607
22452,Argentina,South America,45236884.0,2020-04-17,4,17,2669,123,0.27190201694705585,666,1880,98,8
22493,Chile,South America,19132514.0,2020-04-17,4,17,9691,116,0.6062977400669876,3621,5954,445,11
22541,Ecuador,South America,17668824.0,2020-04-17,4,17,8450,421,2.3827279053772905,838,7191,225,18
22602,Mexico,North America,129066160.0,2020-04-17,4,17,6875,546,0.42303885077234804,2125,4204,578,60
22645,Spain,Europe,46756648.0,2020-04-17,4,17,190839,20002,42.77894343495282,74797,96040,5891,687
22713,Argentina,South America,45236884.0,2020-04-18,4,18,2758,129,0.28516552996886346,685,1944,89,6
22754,Chile,South America,19132514.0,2020-04-18,4,18,10598,126,0.6585647866244865,4035,6437,907,10
22802,Ecuador,South America,17668824.0,2020-04-18,4,18,9022,456,2.5808169236390603,1008,7558,572,35
22863,Mexico,North America,129066160.0,2020-04-18,4,18,7497,650,0.5036176794908905,2125,4722,622,104
22906,Spain,Europe,46756648.0,2020-04-18,4,18,191726,20043,42.86663150018795,74797,96886,887,41
22974,Argentina,South America,45236884.0,2020-04-19,4,19,2839,132,0.29179728647976727,709,1998,81,3
23015,Chile,South America,19132514.0,2020-04-19,4,19,10956,133,0.6951517192147357,4338,6485,358,7
23063,Ecuador,South America,17668824.0,2020-04-19,4,19,9468,474,2.682691275887971,1061,7933,446,18
23124,Mexico,North America,129066160.0,2020-04-19,4,19,8261,686,0.5315103509703861,2627,4948,764,36
23167,Spain,Europe,46756648.0,2020-04-19,4,19,198674,20453,43.74351215253925,77357,100864,6948,410
23235,Argentina,South America,45236884.0,2020-04-20,4,20,2941,136,0.30063962849430564,737,2068,102,4
23276,Chile,South America,19132514.0,2020-04-20,4,20,11375,139,0.7265119471492351,4676,6560,419,6
23324,Ecuador,South America,17668824.0,2020-04-20,4,20,10128,507,2.8694609216776397,1150,8471,660,33
23385,Mexico,North America,129066160.0,2020-04-20,4,20,8772,712,0.5516550581500217,2627,5433,511,26
23428,Spain,Europe,46756648.0,2020-04-20,4,20,200210,20852,44.59686673860795,80587,98771,1536,399
23496,Argentina,South America,45236884.0,2020-04-21,4,21,3031,147,0.32495606903428625,840,2044,90,11
23537,Chile,South America,19132514.0,2020-04-21,4,21,11700,147,0.7683255843952342,4969,6584,325,8
23585,Ecuador,South America,17668824.0,2020-04-21,4,21,10398,520,2.943036842746297,1207,8671,270,13
23646,Mexico,North America,129066160.0,2020-04-21,4,21,9501,857,0.6640005404979895,2627,6017,729,145
23689,Spain,Europe,46756648.0,2020-04-21,4,21,204178,21282,45.516522056927606,82514,100382,3968,430
23757,Argentina,South America,45236884.0,2020-04-22,4,22,3144,152,0.33600899655245925,872,2120,113,5
23798,Chile,South America,19132514.0,2020-04-22,4,22,12164,160,0.8362727449199828,5386,6618,464,13
23846,Ecuador,South America,17668824.0,2020-04-22,4,22,10850,537,3.0392515087591567,1262,9051,452,17
23907,Mexico,North America,129066160.0,2020-04-22,4,22,10544,970,0.7515525370864059,2627,6947,1043,113
23950,Spain,Europe,46756648.0,2020-04-22,4,22,208389,21717,46.44687104173935,85915,100757,4211,435
24018,Argentina,South America,45236884.0,2020-04-23,4,23,3435,165,0.3647466080997091,919,2351,291,13
24059,Chile,South America,19132514.0,2020-04-23,4,23,12680,168,0.8780863821659819,5804,6708,516,8
24107,Ecuador,South America,17668824.0,2020-04-23,4,23,11183,560,3.1694242921883204,1328,9295,333,23
24168,Mexico,North America,129066160.0,2020-04-23,4,23,11633,1069,0.8282573836550184,2627,7937,1089,99
24211,Spain,Europe,46756648.0,2020-04-23,4,23,213024,22157,47.38791369304318,89250,101617,4635,440
24279,Argentina,South America,45236884.0,2020-04-24,4,24,3607,176,0.3890630486396897,976,2455,172,11
24320,Chile,South America,19132514.0,2020-04-24,4,24,13174,174,0.9094466101004812,6327,6673,494,6
24368,Ecuador,South America,17668824.0,2020-04-24,4,24,22719,576,3.259979271965129,1366,20777,11536,16
24429,Mexico,North America,129066160.0,2020-04-24,4,24,12872,1221,0.9460264410128882,2627,9024,1239,152
24472,Spain,Europe,46756648.0,2020-04-24,4,24,202990,22524,48.17282881356251,92355,88111,0,367
24540,Argentina,South America,45236884.0,2020-04-25,4,25,3780,185,0.40895831817240114,1030,2565,173,9
24581,Chile,South America,19132514.0,2020-04-25,4,25,14537,181,0.9460335426907306,6746,7610,1363,7
24629,Ecuador,South America,17668824.0,2020-04-25,4,25,22719,576,3.259979271965129,1366,20777,0,0
24690,Mexico,North America,129066160.0,2020-04-25,4,25,13842,1305,1.011109341131711,7149,5388,970,84
24733,Spain,Europe,46756648.0,2020-04-25,4,25,205905,22902,48.98127000036444,95708,87295,2915,378
24801,Argentina,South America,45236884.0,2020-04-26,4,26,3892,192,0.4244324166978433,1107,2593,112,7
24842,Chile,South America,19132514.0,2020-04-26,4,26,15010,189,0.9878471799367298,7024,7797,473,8
24890,Ecuador,South America,17668824.0,2020-04-26,4,26,22719,576,3.259979271965129,1366,20777,0,0
24951,Mexico,North America,129066160.0,2020-04-26,4,26,14677,1351,1.0467499769110664,8354,4972,835,46
24994,Spain,Europe,46756648.0,2020-04-26,4,26,207634,23190,49.59722519030877,98372,86072,1729,288
25062,Argentina,South America,45236884.0,2020-04-27,4,27,4003,197,0.43548534421601626,1140,2666,111,5
25103,Chile,South America,19132514.0,2020-04-27,4,27,15492,198,1.0348875218384788,7327,7967,482,9
25151,Ecuador,South America,17668824.0,2020-04-27,4,27,23240,663,3.752371974501529,1557,21020,521,87
25212,Mexico,North America,129066160.0,2020-04-27,4,27,15529,1434,1.111058080599903,9086,5009,852,83
25255,Spain,Europe,46756648.0,2020-04-27,4,27,209465,23521,50.30514591208506,100875,85069,1831,331
25323,Argentina,South America,45236884.0,2020-04-28,4,28,4127,207,0.4575911992523623,1162,2758,124,10
25364,Chile,South America,19132514.0,2020-04-28,4,28,16044,207,1.0819278637402276,7710,8127,552,9
25412,Ecuador,South America,17668824.0,2020-04-28,4,28,24258,871,4.929586711600048,1557,21830,1018,208
25473,Mexico,North America,129066160.0,2020-04-28,4,28,16752,1569,1.215655598648011,11423,3760,1223,135
25516,Spain,Europe,46756648.0,2020-04-28,4,28,210773,23822,50.94890463490881,102548,84403,1308,301
25584,Argentina,South America,45236884.0,2020-04-29,4,29,4285,214,0.4730652977778045,1192,2879,158,7
25625,Chile,South America,19132514.0,2020-04-29,4,29,16564,216,1.1289682056419768,8057,8291,520,9
25673,Ecuador,South America,17668824.0,2020-04-29,4,29,24675,883,4.997502946432654,1557,22235,417,12
25734,Mexico,North America,129066160.0,2020-04-29,4,29,17799,1732,1.3419474167357268,11423,4644,1047,163
25777,Spain,Europe,46756648.0,2020-04-29,4,29,212917,24275,51.91775081909208,108947,79695,2144,453
25845,Argentina,South America,45236884.0,2020-04-30,4,30,4428,218,0.4819076397923429,1256,2954,143,4
25886,Chile,South America,19132514.0,2020-04-30,4,30,17702,227,1.1864619568552257,8580,8895,1138,11
25934,Ecuador,South America,17668824.0,2020-04-30,4,30,24934,900,5.093717612445514,1558,22476,259,17
25995,Mexico,North America,129066160.0,2020-04-30,4,30,19224,1859,1.4403465633439472,11423,5942,1425,127
26038,Spain,Europe,46756648.0,2020-04-30,4,30,213435,24543,52.49093134306804,112050,76842,518,268
26106,Argentina,South America,45236884.0,2020-05-01,5,1,4532,225,0.49738173831778515,1292,3015,104,7
26147,Chile,South America,19132514.0,2020-05-01,5,1,18687,234,1.223048889445475,9018,9435,985,7
26195,Ecuador,South America,17668824.0,2020-05-01,5,1,26336,1063,6.016246468921757,1913,23360,1402,163
26256,Mexico,North America,129066160.0,2020-05-01,5,1,20739,1972,1.5278985599323633,12377,6390,1515,113
26299,Spain,Europe,46756648.0,2020-05-01,5,1,215216,24543,52.49093134306804,112050,78623,1781,0
26367,Argentina,South America,45236884.0,2020-05-02,5,2,4681,237,0.5239087643614003,1320,3124,149,12
26408,Chile,South America,19132514.0,2020-05-02,5,2,21213,247,1.2909960499702235,9572,11394,2526,13
26456,Ecuador,South America,17668824.0,2020-05-02,5,2,27464,1371,7.759429829625333,2132,23961,1128,308
26517,Mexico,North America,129066160.0,2020-05-02,5,2,22088,2061,1.5968554422011159,12377,7650,1349,89
26560,Spain,Europe,46756648.0,2020-05-02,5,2,216582,25100,53.682205790286766,117248,74234,1366,557
26628,Argentina,South America,45236884.0,2020-05-03,5,3,4783,246,0.5438040338941117,1354,3183,102,9
26669,Chile,South America,19132514.0,2020-05-03,5,3,22441,260,1.358943210494972,10041,12140,1228,13
26717,Ecuador,South America,17668824.0,2020-05-03,5,3,29538,1564,8.851749273183094,3300,24674,2074,193
26778,Mexico,North America,129066160.0,2020-05-03,5,3,23471,2154,1.6689115101898129,13447,7870,1383,93
26821,Spain,Europe,46756648.0,2020-05-03,5,3,217466,25264,54.032958051227276,118902,73300,884,164
26889,Argentina,South America,45236884.0,2020-05-04,5,4,4887,260,0.5747522309449962,1442,3185,104,14
26930,Chile,South America,19132514.0,2020-05-04,5,4,23421,270,1.411210257052471,10415,12736,980,10
26978,Ecuador,South America,17668824.0,2020-05-04,5,4,31881,1569,8.880047704363347,3433,26879,2343,5
27039,Mexico,North America,129066160.0,2020-05-04,5,4,24905,2271,1.7595626924981729,13447,9187,1434,117
27082,Spain,Europe,46756648.0,2020-05-04,5,4,218011,25428,54.3837103121678,121343,71240,545,164
27150,Argentina,South America,45236884.0,2020-05-05,5,5,5020,264,0.5835945729595345,1472,3284,133,4
27191,Chile,South America,19132514.0,2020-05-05,5,5,24794,275,1.4373437803312206,10710,13809,1373,5
27239,Ecuador,South America,17668824.0,2020-05-05,5,5,31881,1569,8.880047704363347,3433,26879,0,0
27300,Mexico,North America,129066160.0,2020-05-05,5,5,26025,2507,1.9424146499748656,16810,6708,1120,236
27343,Spain,Europe,46756648.0,2020-05-05,5,5,219329,25613,54.77937597237509,123486,70230,1318,185
27411,Argentina,South America,45236884.0,2020-05-06,5,6,5208,273,0.6034898424922459,1524,3411,188,9
27452,Chile,South America,19132514.0,2020-05-06,5,6,25826,281,1.46870400826572,11189,14356,1032,6
27500,Ecuador,South America,17668824.0,2020-05-06,5,6,31881,1618,9.157372329929824,3433,26830,0,49
27561,Mexico,North America,129066160.0,2020-05-06,5,6,27634,2704,2.095049546682105,17781,7149,1609,197
27604,Spain,Europe,46756648.0,2020-05-06,5,6,220325,25857,55.30122689718904,126002,68466,996,244
27672,Argentina,South America,45236884.0,2020-05-07,5,7,5371,282,0.6233851120249574,1601,3488,163,9
27713,Chile,South America,19132514.0,2020-05-07,5,7,27359,285,1.4896108268887194,11664,15410,1533,4
27761,Ecuador,South America,17668824.0,2020-05-07,5,7,30298,1654,9.361121034427645,3433,25211,0,36
27822,Mexico,North America,129066160.0,2020-05-07,5,7,29616,2961,2.294172229188503,17781,8874,1982,257
27865,Spain,Europe,46756648.0,2020-05-07,5,7,221447,26070,55.756777089752035,128511,66866,1122,213
27933,Argentina,South America,45236884.0,2020-05-08,5,8,5611,293,0.647701552564938,1659,3659,240,11
27974,Chile,South America,19132514.0,2020-05-08,5,8,28750,294,1.5366511687904685,12160,16296,1391,9
28022,Ecuador,South America,17668824.0,2020-05-08,5,8,28818,1704,9.644105346230173,3433,23681,0,50
28083,Mexico,North America,129066160.0,2020-05-08,5,8,31522,3160,2.448356718755714,20314,8048,1906,199
28126,Spain,Europe,46756648.0,2020-05-08,5,8,222857,26299,56.2465470150897,131148,65410,1410,229
28194,Argentina,South America,45236884.0,2020-05-09,5,9,5776,300,0.6631756510903801,1728,3748,165,7
28235,Chile,South America,19132514.0,2020-05-09,5,9,32208,304,1.5889182153479675,12667,19237,3458,10
28283,Ecuador,South America,17668824.0,2020-05-09,5,9,29071,1717,9.71768126729883,3433,23921,253,13
28344,Mexico,North America,129066160.0,2020-05-09,5,9,33460,3353,2.597892429743009,21824,8283,1938,193
28387,Spain,Europe,46756648.0,2020-05-09,5,9,223578,26478,56.62938027550649,133952,63148,721,179
28455,Argentina,South America,45236884.0,2020-05-10,5,10,6034,305,0.6742285786085531,1757,3972,258,5
28496,Chile,South America,19132514.0,2020-05-10,5,10,33855,312,1.6307318525939665,13112,20431,1647,8
28544,Ecuador,South America,17668824.0,2020-05-10,5,10,29559,2127,12.038152624079565,3433,23999,488,410
28605,Mexico,North America,129066160.0,2020-05-10,5,10,35022,3465,2.68466962990144,21824,9733,1562,112
28648,Spain,Europe,46756648.0,2020-05-10,5,10,224350,26621,56.93521913718024,136166,61563,772,143
28716,Argentina,South America,45236884.0,2020-05-11,5,11,6278,314,0.6941238481412646,1837,4127,244,9
28757,Chile,South America,19132514.0,2020-05-11,5,11,35052,323,1.6882256038072154,13605,21124,1197,11
28805,Ecuador,South America,17668824.0,2020-05-11,5,11,29509,2145,12.140026976328476,3433,23931,0,18
28866,Mexico,North America,129066160.0,2020-05-11,5,11,36327,3573,2.768347644339926,23100,9654,1305,108
28909,Spain,Europe,46756648.0,2020-05-11,5,11,227436,26744,57.19828333288563,137139,63553,3086,123
28977,Argentina,South America,45236884.0,2020-05-12,5,12,6563,319,0.7051767756594375,1862,4382,285,5
29018,Chile,South America,19132514.0,2020-05-12,5,12,36710,335,1.750946059676214,14125,22250,1658,12
29066,Ecuador,South America,17668824.0,2020-05-12,5,12,30419,2327,13.17008987128968,3433,24659,910,182
29127,Mexico,North America,129066160.0,2020-05-12,5,12,38324,3926,3.041850784124979,25935,8463,1997,353
29170,Spain,Europe,46756648.0,2020-05-12,5,12,228030,26920,57.574700393407156,138980,62130,594,176
29238,Argentina,South America,45236884.0,2020-05-13,5,13,6879,329,0.7272826306957836,2266,4284,316,10
29279,Chile,South America,19132514.0,2020-05-13,5,13,39370,346,1.8084398108894628,14865,24159,2660,11
29327,Ecuador,South America,17668824.0,2020-05-13,5,13,30486,2334,13.209707674942035,3433,24719,67,7
29388,Mexico,North America,129066160.0,2020-05-13,5,13,40186,4220,3.269640934540859,26990,8976,1862,294
29431,Spain,Europe,46756648.0,2020-05-13,5,13,228691,27104,57.96822732031604,140823,60764,661,184
29499,Argentina,South America,45236884.0,2020-05-14,5,14,7134,353,0.780336682783014,2385,4396,255,24
29540,Chile,South America,19132514.0,2020-05-14,5,14,42029,368,1.9234273133159605,15655,26006,2659,22
29588,Ecuador,South America,17668824.0,2020-05-14,5,14,30502,2338,13.232346419886234,3433,24731,16,4
29649,Mexico,North America,129066160.0,2020-05-14,5,14,42595,4477,3.4687636170472573,28475,9643,2409,257
29692,Spain,Europe,46756648.0,2020-05-14,5,14,229540,27321,58.43233244607269,143374,58845,849,217
29760,Argentina,South America,45236884.0,2020-05-15,5,15,7479,356,0.7869684392939177,2497,4626,345,3
29801,Chile,South America,19132514.0,2020-05-15,5,15,44531,394,2.0593216343654577,16614,27523,2502,26
29849,Ecuador,South America,17668824.0,2020-05-15,5,15,31467,2594,14.681226096315182,3433,25440,965,256
