,country_region,continent,population,date,month,day,confirmed,deaths,death / 100.000 hab,recovered,active,new cases,new deaths
29910,Mexico,North America,129066160.0,2020-05-15,5,15,45032,4767,3.693454581743193,30451,9814,2437,290
29953,Spain,Europe,46756648.0,2020-05-15,5,15,230183,27459,58.72747764125435,144783,57941,643,138
30021,Argentina,South America,45236884.0,2020-05-16,5,16,7805,363,0.8024425378193599,2534,4908,326,7
30062,Chile,South America,19132514.0,2020-05-16,5,16,50016,421,2.200442660070705,18014,31581,5485,27
30110,Ecuador,South America,17668824.0,2020-05-16,5,16,32763,2688,15.213236602503935,3433,26642,1296,94
30171,Mexico,North America,129066160.0,2020-05-16,5,16,47144,5045,3.9088479892792964,31848,10251,2112,278
30214,Spain,Europe,46756648.0,2020-05-16,5,16,230698,27563,58.9499059042898,146446,56689,515,104
30282,Argentina,South America,45236884.0,2020-05-17,5,17,8068,373,0.8245483928557059,2569,5126,263,10
30323,Chile,South America,19132514.0,2020-05-17,5,17,52369,450,2.3520170950874517,19213,32706,2353,29
30371,Ecuador,South America,17668824.0,2020-05-17,5,17,33182,2736,15.484901541834365,3433,27013,419,48
30432,Mexico,North America,129066160.0,2020-05-17,5,17,49219,5177,4.011121118037447,33329,10713,2075,132
30475,Spain,Europe,46756648.0,2020-05-17,5,17,230698,27563,58.9499059042898,146446,56689,0,0
30543,Argentina,South America,45236884.0,2020-05-18,5,18,8371,382,0.8444436623884174,2625,5364,303,9
30584,Chile,South America,19132514.0,2020-05-18,5,18,54647,478,2.4983648254484487,20165,34004,2278,28
30632,Ecuador,South America,17668824.0,2020-05-18,5,18,33582,2799,15.84146177470555,3433,27350,400,63
30693,Mexico,North America,129066160.0,2020-05-18,5,18,51633,5332,4.1312145646852745,35388,10913,2414,155
30736,Spain,Europe,46756648.0,2020-05-18,5,18,231606,27709,59.262160965858804,150376,53521,908,146
30804,Argentina,South America,45236884.0,2020-05-19,5,19,8809,393,0.868760102928398,2872,5544,438,11
30845,Chile,South America,19132514.0,2020-05-19,5,19,58167,509,2.6603926697766953,21507,36151,3520,31
30893,Ecuador,South America,17668824.0,2020-05-19,5,19,34151,2839,16.067849224147572,3457,27855,569,40
30954,Mexico,North America,129066160.0,2020-05-19,5,19,54346,5666,4.389996572300594,37325,11355,2713,334
30997,Spain,Europe,46756648.0,2020-05-19,5,19,232037,27778,59.40973356344963,150376,53883,431,69
31065,Argentina,South America,45236884.0,2020-05-20,5,20,9283,403,0.8908659579647441,2933,5947,474,10
31106,Chile,South America,19132514.0,2020-05-20,5,20,62205,544,2.8433273327279416,22504,39157,4038,35
31154,Ecuador,South America,17668824.0,2020-05-20,5,20,34854,2888,16.34517384971405,3557,28409,703,49
31215,Mexico,North America,129066160.0,2020-05-20,5,20,56594,6090,4.718510258614652,38419,12085,2248,424
31258,Spain,Europe,46756648.0,2020-05-20,5,20,232555,27888,59.644994226275585,150376,54291,518,110
31326,Argentina,South America,45236884.0,2020-05-21,5,21,9931,416,0.9196035695119938,3032,6483,648,13
31367,Chile,South America,19132514.0,2020-05-21,5,21,66169,589,3.078529042236686,23992,41588,3964,45
31415,Ecuador,South America,17668824.0,2020-05-21,5,21,35306,2939,16.63381784775263,3557,28810,452,51
31476,Mexico,North America,129066160.0,2020-05-21,5,21,59567,6510,5.043924759208766,40152,12905,2973,420
31519,Spain,Europe,46756648.0,2020-05-21,5,21,233037,27940,59.75620835779331,150376,54721,482,52
31587,Argentina,South America,45236884.0,2020-05-22,5,22,10649,433,0.9571835230737821,3062,7154,718,17
31628,Chile,South America,19132514.0,2020-05-22,5,22,70445,630,3.292823933122432,25342,44473,4276,41
31676,Ecuador,South America,17668824.0,2020-05-22,5,22,35828,3056,17.296001137370546,3557,29215,522,117
31737,Mexico,North America,129066160.0,2020-05-22,5,22,62527,6989,5.415052249172052,42191,13347,2960,479
31780,Spain,Europe,46756648.0,2020-05-22,5,22,234824,28628,61.227656867104756,150376,55820,1787,688
31848,Argentina,South America,45236884.0,2020-05-23,5,23,11353,445,0.9837105491173972,3530,7378,704,12
31889,Chile,South America,19132514.0,2020-05-23,5,23,80287,673,3.5175722333196777,26546,53068,9842,43
31937,Ecuador,South America,17668824.0,2020-05-23,5,23,36258,3096,17.522388586812568,3557,29605,430,40
31998,Mexico,North America,129066160.0,2020-05-23,5,23,65856,7179,5.56226357086939,44424,14253,3329,190
32041,Spain,Europe,46756648.0,2020-05-23,5,23,235290,28678,61.33459353202565,150376,56236,466,50
32109,Argentina,South America,45236884.0,2020-05-24,5,24,12076,452,0.9991846476428394,3732,7892,723,7
32150,Chile,South America,19132514.0,2020-05-24,5,24,83996,718,3.752773942828423,28148,55130,3709,45
32198,Ecuador,South America,17668824.0,2020-05-24,5,24,36756,3108,17.590304821645177,3560,30088,498,12
32259,Mexico,North America,129066160.0,2020-05-24,5,24,68620,7394,5.728844803316377,46979,14247,2764,215
32302,Spain,Europe,46756648.0,2020-05-24,5,24,235772,28752,61.49285979610856,150376,56644,482,74
32370,Argentina,South America,45236884.0,2020-05-25,5,25,12628,467,1.0323434301973584,3999,8162,552,15
32411,Chile,South America,19132514.0,2020-05-25,5,25,88891,761,3.977522243025668,29302,58828,4895,43
32459,Ecuador,South America,17668824.0,2020-05-25,5,25,37355,3203,18.127975014069982,18003,16149,599,95
32520,Mexico,North America,129066160.0,2020-05-25,5,25,71105,7633,5.914021150083027,49452,14020,2485,239
32563,Spain,Europe,46756648.0,2020-05-25,5,25,235400,26834,57.39076932974323,150376,58190,0,-1918
32631,Argentina,South America,45236884.0,2020-05-26,5,26,13228,484,1.0699233837591466,4167,8577,600,17
32672,Chile,South America,19132514.0,2020-05-26,5,26,92855,806,4.212723952534414,30915,61134,3964,45
32720,Ecuador,South America,17668824.0,2020-05-26,5,26,37355,3203,18.127975014069982,18003,16149,0,0
32781,Mexico,North America,129066160.0,2020-05-26,5,26,74560,8134,6.302194161506006,51708,14718,3455,501
32824,Spain,Europe,46756648.0,2020-05-26,5,26,236259,27117,57.99603085319547,150376,58766,859,283
32892,Argentina,South America,45236884.0,2020-05-27,5,27,13933,500,1.1052927518173004,4349,9084,705,16
32933,Chile,South America,19132514.0,2020-05-27,5,27,97183,841,4.39565861548566,33540,62802,4328,35
32981,Ecuador,South America,17668824.0,2020-05-27,5,27,38103,3275,18.53547242306562,18425,16403,748,72
33042,Mexico,North America,129066160.0,2020-05-27,5,27,78023,8597,6.660924908589518,53834,15592,3463,463
33085,Spain,Europe,46756648.0,2020-05-27,5,27,236259,27117,57.99603085319547,150376,58766,0,0
33153,Argentina,South America,45236884.0,2020-05-28,5,28,14702,508,1.122977435846377,4617,9577,769,8
33194,Chile,South America,19132514.0,2020-05-28,5,28,101837,890,4.651767143617405,36115,64832,4654,49
33242,Ecuador,South America,17668824.0,2020-05-28,5,28,38471,3313,18.750540500035545,18425,16733,368,38
33303,Mexico,North America,129066160.0,2020-05-28,5,28,81400,9044,7.007258912793253,56041,16315,3377,447
33346,Spain,Europe,46756648.0,2020-05-28,5,28,237906,27119,58.000308319792296,150376,60411,1647,2
33414,Argentina,South America,45236884.0,2020-05-29,5,29,15419,520,1.1495044618899923,4788,10111,717,12
33455,Chile,South America,19132514.0,2020-05-29,5,29,105532,944,4.934009195027898,38598,65990,3695,54
33503,Ecuador,South America,17668824.0,2020-05-29,5,29,38571,3334,18.869393910992606,19190,16047,100,21
33564,Mexico,North America,129066160.0,2020-05-29,5,29,84627,9415,7.294708388318053,59003,16209,3227,371
33607,Spain,Europe,46756648.0,2020-05-29,5,29,238564,27121,58.00458578638913,150376,61067,658,2
33675,Argentina,South America,45236884.0,2020-05-30,5,30,16214,528,1.167189145919069,4788,10898,795,8
33716,Chile,South America,19132514.0,2020-05-30,5,30,118720,997,5.211024541782643,40431,77292,13188,53
33764,Ecuador,South America,17668824.0,2020-05-30,5,30,38571,3334,18.869393910992606,19190,16047,0,0
33825,Mexico,North America,129066160.0,2020-05-30,5,30,87512,9779,7.576734288832951,61247,16486,2885,364
33868,Spain,Europe,46756648.0,2020-05-30,5,30,239228,27125,58.01314071958281,150376,61727,664,4
33936,Argentina,South America,45236884.0,2020-05-31,5,31,16851,539,1.1915055864590496,5336,10976,637,11
33977,Chile,South America,19132514.0,2020-05-31,5,31,123550,1054,5.508946707160387,42727,79769,4830,57
34025,Ecuador,South America,17668824.0,2020-05-31,5,31,39098,3358,19.00522638065782,19592,16148,527,24
34086,Mexico,North America,129066160.0,2020-05-31,5,31,90664,9930,7.693728549760835,63772,16962,3152,151
34129,Spain,Europe,46756648.0,2020-05-31,5,31,239479,27127,58.01741818617964,150376,61976,251,2
34197,Argentina,South America,45236884.0,2020-06-01,6,1,17415,556,1.2290855400208378,5521,11338,564,17
34238,Chile,South America,19132514.0,2020-06-01,6,1,129020,1113,5.817322281849631,44946,82961,5470,59
34286,Ecuador,South America,17668824.0,2020-06-01,6,1,39098,3358,19.00522638065782,19592,16148,0,0
34347,Mexico,North America,129066160.0,2020-06-01,6,1,93435,10167,7.877355303667514,66965,16303,2771,237
34390,Spain,Europe,46756648.0,2020-06-01,6,1,239638,27127,58.01741818617964,150376,62135,159,0
34458,Argentina,South America,45236884.0,2020-06-02,6,2,18319,569,1.2578231515680878,5709,12041,904,13
34499,Chile,South America,19132514.0,2020-06-02,6,2,132548,1188,6.209325131030872,86173,45187,3528,75
34547,Ecuador,South America,17668824.0,2020-06-02,6,2,40414,3438,19.458001279541865,20019,16957,1316,80
34608,Mexico,North America,129066160.0,2020-06-02,6,2,97326,10637,8.241509625760928,69749,16940,3891,470
34651,Spain,Europe,46756648.0,2020-06-02,6,2,239932,27127,58.01741818617964,150376,62429,294,0
34719,Argentina,South America,45236884.0,2020-06-03,6,3,19268,583,1.288771348618972,5896,12789,949,14
34760,Chile,South America,19132514.0,2020-06-03,6,3,137490,1275,6.664048436081113,90748,45467,4942,87
34808,Ecuador,South America,17668824.0,2020-06-03,6,3,40966,3486,19.729666218872293,20019,17461,552,48
34869,Mexico,North America,129066160.0,2020-06-03,6,3,101238,11729,9.087587327305624,72680,16829,3912,1092
34912,Spain,Europe,46756648.0,2020-06-03,6,3,240326,27128,58.01955691947806,150376,62822,394,1
34980,Argentina,South America,45236884.0,2020-06-04,6,4,20197,608,1.344035986209837,5993,13596,929,25
35021,Chile,South America,19132514.0,2020-06-04,6,4,142154,1356,7.087411513196855,95631,45167,4664,81
35069,Ecuador,South America,17668824.0,2020-06-04,6,4,40966,3486,19.729666218872293,20019,17461,0,0
35130,Mexico,North America,129066160.0,2020-06-04,6,4,105680,12545,9.719821214174187,74758,18377,4442,816
35173,Spain,Europe,46756648.0,2020-06-04,6,4,240660,27133,58.030250585970144,150376,63151,334,5
35241,Argentina,South America,45236884.0,2020-06-05,6,5,21037,632,1.3970900382970675,6088,14317,840,24
35282,Chile,South America,19132514.0,2020-06-05,6,5,146361,1448,7.568268341525845,99358,45555,4207,92
35330,Ecuador,South America,17668824.0,2020-06-05,6,5,41575,3534,20.001331158202717,20568,17473,609,48
35391,Mexico,North America,129066160.0,2020-06-05,6,5,110026,13170,10.20406898291543,77841,19015,4346,625
35434,Spain,Europe,46756648.0,2020-06-05,6,5,240978,27134,58.032389319268574,150376,63468,318,1
35502,Argentina,South America,45236884.0,2020-06-06,6,6,22020,648,1.4324594063552212,6180,15192,983,16
35543,Chile,South America,19132514.0,2020-06-06,6,6,160351,1541,8.054351874510585,103817,54993,13990,93
35591,Ecuador,South America,17668824.0,2020-06-06,6,6,42728,3608,20.42014793967046,21020,18100,1153,74
35652,Mexico,North America,129066160.0,2020-06-06,6,6,113619,13511,10.46827456554065,80830,19278,3593,341
35695,Spain,Europe,46756648.0,2020-06-06,6,6,241310,27135,58.03452805256699,150376,63799,332,1
35763,Argentina,South America,45236884.0,2020-06-07,6,7,22794,664,1.4678287744133747,6909,15221,774,16
35804,Chile,South America,19132514.0,2020-06-07,6,7,166756,1637,8.556115521462575,108150,56969,6405,96
35852,Ecuador,South America,17668824.0,2020-06-07,6,7,43120,3621,20.493723860739117,21020,18479,392,13
35913,Mexico,North America,129066160.0,2020-06-07,6,7,117103,13699,10.613936294378016,83775,19629,3484,188
35956,Spain,Europe,46756648.0,2020-06-07,6,7,241550,27136,58.03666678586541,150376,64038,240,1
36024,Argentina,South America,45236884.0,2020-06-08,6,8,23620,693,1.5319357540187781,7305,15622,826,29
36065,Chile,South America,19132514.0,2020-06-08,6,8,171452,2264,11.833259340617756,112248,56940,4696,627
36113,Ecuador,South America,17668824.0,2020-06-08,6,8,43378,3642,20.61257727169618,21020,18716,258,21
36174,Mexico,North America,129066160.0,2020-06-08,6,8,120102,14053,10.888214230593054,87633,18416,2999,354
36217,Spain,Europe,46756648.0,2020-06-08,6,8,241717,27136,58.03666678586541,150376,64205,167,0
36285,Argentina,South America,45236884.0,2020-06-09,6,9,24761,717,1.5849898061060084,7568,16476,1141,24
36326,Chile,South America,19132514.0,2020-06-09,6,9,175365,2283,11.932566729077005,117361,55721,3913,19
36374,Ecuador,South America,17668824.0,2020-06-09,6,9,43917,3690,20.88424221102661,21020,19207,539,48
36435,Mexico,North America,129066160.0,2020-06-09,6,9,124301,14649,11.3499929028647,90748,18904,4199,596
36478,Spain,Europe,46756648.0,2020-06-09,6,9,241966,27136,58.03666678586541,150376,64454,249,0
36546,Argentina,South America,45236884.0,2020-06-10,6,10,25987,735,1.6247803451714313,7991,17261,1226,18
36587,Chile,South America,19132514.0,2020-06-10,6,10,181062,2475,12.936094022980983,121780,56807,5697,192
36635,Ecuador,South America,17668824.0,2020-06-10,6,10,44440,3720,21.054032798108125,21862,18858,523,30
36696,Mexico,North America,129066160.0,2020-06-10,6,10,129184,15357,11.89854877529478,93930,19897,4883,708
36739,Spain,Europe,46756648.0,2020-06-10,6,10,242280,27136,58.03666678586541,150376,64768,314,0
36807,Argentina,South America,45236884.0,2020-06-11,6,11,27373,765,1.6910979102804695,8332,18276,1386,30
36848,Chile,South America,19132514.0,2020-06-11,6,11,186698,2648,13.840313928425717,126444,57606,5636,173
36896,Ecuador,South America,17668824.0,2020-06-11,6,11,44440,3720,21.054032798108125,21862,18858,0,0
36957,Mexico,North America,129066160.0,2020-06-11,6,11,133974,15944,12.353354279696552,97198,20832,4790,587
37000,Spain,Europe,46756648.0,2020-06-11,6,11,242707,27136,58.03666678586541,150376,65195,427,0
37068,Argentina,South America,45236884.0,2020-06-12,6,12,28764,785,1.7353096203531613,8743,19236,1391,20
37109,Chile,South America,19132514.0,2020-06-12,6,12,193452,2870,15.000642362002193,131358,59224,6754,222
37157,Ecuador,South America,17668824.0,2020-06-12,6,12,45778,3828,21.665278911601586,22679,19271,1338,108
37218,Mexico,North America,129066160.0,2020-06-12,6,12,139196,16448,12.743851680409488,100876,21872,5222,504
37261,Spain,Europe,46756648.0,2020-06-12,6,12,243209,27136,58.03666678586541,150376,65697,502,0
37329,Argentina,South America,45236884.0,2020-06-13,6,13,30295,815,1.8016271854621992,9083,20397,1531,30
37370,Chile,South America,19132514.0,2020-06-13,6,13,201634,3101,16.20801113748042,137296,61237,8182,231
37418,Ecuador,South America,17668824.0,2020-06-13,6,13,46356,3874,21.925624478459913,22865,19617,578,46
37479,Mexico,North America,129066160.0,2020-06-13,6,13,142690,16872,13.072365366723549,104078,21740,3494,424
37522,Spain,Europe,46756648.0,2020-06-13,6,13,243605,27136,58.03666678586541,150376,66093,396,0
37590,Argentina,South America,45236884.0,2020-06-14,6,14,31577,833,1.8414177245276222,9564,21180,1282,18
37631,Chile,South America,19132514.0,2020-06-14,6,14,208572,3323,17.368339571056893,143704,61545,6938,222
37679,Ecuador,South America,17668824.0,2020-06-14,6,14,46751,3896,22.050137575653025,23064,19791,395,22
37740,Mexico,North America,129066160.0,2020-06-14,6,14,146837,17141,13.280785606389777,107298,22398,4147,269
37783,Spain,Europe,46756648.0,2020-06-14,6,14,243928,27136,58.03666678586541,150376,66416,323,0
37851,Argentina,South America,45236884.0,2020-06-15,6,15,32785,854,1.8878400201039487,9891,22040,1208,21
37892,Chile,South America,19132514.0,2020-06-15,6,15,213715,3362,17.57218105263114,148792,61561,5143,39
37940,Ecuador,South America,17668824.0,2020-06-15,6,15,47322,3929,22.236907221442696,23349,20044,571,33
38001,Mexico,North America,129066160.0,2020-06-15,6,15,150264,17580,13.620921239153626,112292,20392,3427,439
38044,Spain,Europe,46756648.0,2020-06-15,6,15,244109,27136,58.03666678586541,150376,66597,181,0
38112,Argentina,South America,45236884.0,2020-06-16,6,16,34159,878,1.9408940721911792,10174,23107,1374,24
38153,Chile,South America,19132514.0,2020-06-16,6,16,218728,3383,17.681941850401888,156232,59113,5013,21
38201,Ecuador,South America,17668824.0,2020-06-16,6,16,47943,3970,22.46895435712077,23684,20289,621,41
38262,Mexico,North America,129066160.0,2020-06-16,6,16,154863,18310,14.186522633043394,115394,21159,4599,730
38305,Spain,Europe,46756648.0,2020-06-16,6,16,244328,27136,58.03666678586541,150376,66816,219,0
38373,Argentina,South America,45236884.0,2020-06-17,6,17,35552,913,2.01826456481839,10512,24127,1393,35
38414,Chile,South America,19132514.0,2020-06-17,6,17,220628,3615,18.89453733053586,181931,35082,1900,232
38462,Ecuador,South America,17668824.0,2020-06-17,6,17,48490,4007,22.678362747854642,23881,20602,547,37
38523,Mexico,North America,129066160.0,2020-06-17,6,17,159793,19080,14.783115884132604,118504,22209,4930,770
38566,Spain,Europe,46756648.0,2020-06-17,6,17,244683,27136,58.03666678586541,150376,67171,355,0
38634,Argentina,South America,45236884.0,2020-06-18,6,18,37510,948,2.0956350574456013,10721,25841,1958,35
38675,Chile,South America,19132514.0,2020-06-18,6,18,225103,3841,20.07577258273534,186441,34821,4475,226
38723,Ecuador,South America,17668824.0,2020-06-18,6,18,49097,4087,23.131137646738686,24123,20887,607,80
38784,Mexico,North America,129066160.0,2020-06-18,6,18,165455,19747,15.299905102933256,122180,23528,5662,667
38827,Spain,Europe,46756648.0,2020-06-18,6,18,245268,27136,58.03666678586541,150376,67756,585,0
38895,Argentina,South America,45236884.0,2020-06-19,6,19,39570,979,2.1641632080582736,11851,26740,2060,31
38936,Chile,South America,19132514.0,2020-06-19,6,19,231393,4093,21.39290215598431,191491,35809,6290,252
38984,Ecuador,South America,17668824.0,2020-06-19,6,19,49731,4156,23.521655997026173,24446,21129,634,69
39045,Mexico,North America,129066160.0,2020-06-19,6,19,170485,20394,15.801198393134186,126438,23653,5030,647
39088,Spain,Europe,46756648.0,2020-06-19,6,19,245575,28315,60.558233344699985,150376,66884,307,1179
39156,Argentina,South America,45236884.0,2020-06-20,6,20,41204,992,2.1929008196055237,12206,28006,1634,13
39197,Chile,South America,19132514.0,2020-06-20,6,20,236748,4295,22.448696496445788,196609,35844,5355,202
39245,Ecuador,South America,17668824.0,2020-06-20,6,20,49731,4156,23.521655997026173,24446,21129,0,0
39306,Mexico,North America,129066160.0,2020-06-20,6,20,175202,20781,16.101044611538764,130854,23567,4717,387
39349,Spain,Europe,46756648.0,2020-06-20,6,20,245938,28322,60.573204477788906,150376,67240,363,7
39417,Argentina,South America,45236884.0,2020-06-21,6,21,42785,1011,2.234901944174581,12728,29046,1581,19
39458,Chile,South America,19132514.0,2020-06-21,6,21,242355,4479,23.41041015310377,200569,37307,5607,184
39506,Ecuador,South America,17668824.0,2020-06-21,6,21,50640,4223,23.90085497484156,24991,21426,909,67
39567,Mexico,North America,129066160.0,2020-06-21,6,21,180545,21825,16.909932084444133,134495,24225,5343,1044
39610,Spain,Europe,46756648.0,2020-06-21,6,21,246272,28323,60.575343211087336,150376,67573,334,1
39678,Argentina,South America,45236884.0,2020-06-22,6,22,44931,1043,2.305640680290888,13153,30735,2146,32
39719,Chile,South America,19132514.0,2020-06-22,6,22,246963,4502,23.530624360186017,205397,37064,4608,23
39767,Ecuador,South America,17668824.0,2020-06-22,6,22,50640,4223,23.90085497484156,24991,21426,0,0
39828,Mexico,North America,129066160.0,2020-06-22,6,22,185122,22584,17.498002574803497,139383,23155,4577,759
39871,Spain,Europe,46756648.0,2020-06-22,6,22,246504,28324,60.57748194438575,150376,67804,232,1
39939,Argentina,South America,45236884.0,2020-06-23,6,23,47203,1078,2.383011172918099,13576,32549,2272,35
39980,Chile,South America,19132514.0,2020-06-23,6,23,250767,4505,23.546304474153267,210570,35692,3804,3
40028,Ecuador,South America,17668824.0,2020-06-23,6,23,51643,4274,24.18949897288014,24991,22378,1003,51
40089,Mexico,North America,129066160.0,2020-06-23,6,23,191410,23377,18.112416143782383,143646,24387,6288,793
40132,Spain,Europe,46756648.0,2020-06-23,6,23,246752,28325,60.57962067768417,150376,68051,248,1
40200,Argentina,South America,45236884.0,2020-06-24,6,24,49851,1116,2.467013422056214,13816,34919,2648,38
40241,Chile,South America,19132514.0,2020-06-24,6,24,254416,4731,24.727539726352738,215093,34592,3649,226
40289,Ecuador,South America,17668824.0,2020-06-24,6,24,51643,4274,24.18949897288014,24991,22378,0,0
40350,Mexico,North America,129066160.0,2020-06-24,6,24,196847,24324,18.84614836297911,148487,24036,5437,947
40393,Spain,Europe,46756648.0,2020-06-24,6,24,247086,28327,60.583898144281,150376,68383,334,2
40461,Argentina,South America,45236884.0,2020-06-25,6,25,52457,1150,2.5421733291797906,14788,36519,2606,34
40502,Chile,South America,19132514.0,2020-06-25,6,25,259064,4903,25.626532927141724,219327,34834,4648,172
40550,Ecuador,South America,17668824.0,2020-06-25,6,25,53156,4343,24.58001732316763,26097,22716,1513,69
40611,Mexico,North America,129066160.0,2020-06-25,6,25,202951,25060,19.416398535448796,152362,25529,6104,736
40654,Spain,Europe,46756648.0,2020-06-25,6,25,247486,28330,60.59031434417626,150376,68780,400,3
40722,Argentina,South America,45236884.0,2020-06-26,6,26,55343,1184,2.617333236303367,18416,35743,2886,34
40763,Chile,South America,19132514.0,2020-06-26,6,26,263360,5068,26.488939195340457,223431,34861,4296,165
40811,Ecuador,South America,17668824.0,2020-06-26,6,26,53856,4406,24.93657755603882,26493,22957,700,63
40872,Mexico,North America,129066160.0,2020-06-26,6,26,208392,25779,19.97347716860872,156827,25786,5441,719
40915,Spain,Europe,46756648.0,2020-06-26,6,26,247905,28338,60.60742421056359,150376,69191,419,8
40983,Argentina,South America,45236884.0,2020-06-27,6,27,57744,1207,2.6681767028869627,19143,37394,2401,23
41024,Chile,South America,19132514.0,2020-06-27,6,27,267766,5347,27.947189794294676,228055,34364,4406,279
41072,Ecuador,South America,17668824.0,2020-06-27,6,27,54574,4424,25.03845190828773,26920,23230,718,18
41133,Mexico,North America,129066160.0,2020-06-27,6,27,212802,26381,20.439904619460282,160721,25700,4410,602
41176,Spain,Europe,46756648.0,2020-06-27,6,27,248469,28341,60.613840410458856,150376,69752,564,3
41244,Argentina,South America,45236884.0,2020-06-28,6,28,59933,1232,2.723441340477828,20134,38567,2189,25
41285,Chile,South America,19132514.0,2020-06-28,6,28,271982,5509,28.79391594852616,232210,34263,4216,162
41333,Ecuador,South America,17668824.0,2020-06-28,6,28,55255,4429,25.066750339467983,27058,23768,681,5
41394,Mexico,North America,129066160.0,2020-06-28,6,28,216852,26648,20.64677526626654,164646,25558,4050,267
41437,Spain,Europe,46756648.0,2020-06-28,6,28,248770,28343,60.61811787705569,150376,70051,301,2
41505,Argentina,South America,45236884.0,2020-06-29,6,29,62268,1280,2.8295494446522884,21138,39850,2335,48
41546,Chile,South America,19132514.0,2020-06-29,6,29,275999,5575,29.13887845580565,236154,34270,4017,66
41594,Ecuador,South America,17668824.0,2020-06-29,6,29,55665,4502,25.479907434699673,27430,23733,410,73
41655,Mexico,North America,129066160.0,2020-06-29,6,29,220657,27121,21.013253977649914,170147,23389,3805,473
41698,Spain,Europe,46756648.0,2020-06-29,6,29,248970,28346,60.624534076950944,150376,70248,200,3
41766,Argentina,South America,45236884.0,2020-06-30,6,30,64530,1307,2.8892352532504226,22028,41195,2262,27
41807,Chile,South America,19132514.0,2020-06-30,6,30,279393,5688,29.729496081905392,241229,32476,3394,113
41855,Ecuador,South America,17668824.0,2020-06-30,6,30,56432,4527,25.621399590600937,27594,24311,767,25
41916,Mexico,North America,129066160.0,2020-06-30,6,30,226089,27769,21.51532206428083,174538,23782,5432,648
41959,Spain,Europe,46756648.0,2020-06-30,6,30,249271,28355,60.6437826766367,150376,70540,301,9
42027,Argentina,South America,45236884.0,2020-07-01,7,1,67197,1351,2.986501015410345,23040,42806,2667,44
42068,Chile,South America,19132514.0,2020-07-01,7,1,282043,5753,30.069231884529135,245443,30847,2650,65
42116,Ecuador,South America,17668824.0,2020-07-01,7,1,58257,4576,25.898724216167412,27887,25794,1825,49
42177,Mexico,North America,129066160.0,2020-07-01,7,1,231770,28510,22.089446218900445,178526,24734,5681,741
42220,Spain,Europe,46756648.0,2020-07-01,7,1,249659,28364,60.663031276322464,150376,70919,388,9
42288,Argentina,South America,45236884.0,2020-07-02,7,2,69941,1385,3.0616609225339215,24186,44370,2744,34
42329,Chile,South America,19132514.0,2020-07-02,7,2,284541,5920,30.942091562039366,249247,29374,2498,167
42377,Ecuador,South America,17668824.0,2020-07-02,7,2,59468,4639,26.2552844490386,28032,26797,1211,63
42438,Mexico,North America,129066160.0,2020-07-02,7,2,238511,29189,22.61553299486093,183757,25565,6741,679
42481,Spain,Europe,46756648.0,2020-07-02,7,2,250103,28368,60.67158620951613,150376,71359,444,4
42549,Argentina,South America,45236884.0,2020-07-03,7,3,72786,1437,3.176611368722921,25224,46125,2845,52
42590,Chile,South America,19132514.0,2020-07-03,7,3,288089,6051,31.6267898719426,253343,28695,3548,131
42638,Ecuador,South America,17668824.0,2020-07-03,7,3,60657,4700,26.60052530943769,28391,27566,1189,61
42699,Mexico,North America,129066160.0,2020-07-03,7,3,245251,29843,23.122249860071765,189345,26063,6740,654
42742,Spain,Europe,46756648.0,2020-07-03,7,3,250545,28385,60.70794467558923,150376,71784,442,17
42810,Argentina,South America,45236884.0,2020-07-04,7,4,75376,1481,3.2738771308828434,25930,47965,2590,44
42851,Chile,South America,19132514.0,2020-07-04,7,4,291847,6192,32.363755228403335,257451,28204,3758,141
42899,Ecuador,South America,17668824.0,2020-07-04,7,4,61535,4769,26.99104365972517,28507,28259,878,69
42960,Mexico,North America,129066160.0,2020-07-04,7,4,252165,30366,23.527468392954436,195724,26075,6914,523
43003,Spain,Europe,46756648.0,2020-07-04,7,4,250545,28385,60.70794467558923,150376,71784,0,0
43071,Argentina,South America,45236884.0,2020-07-05,7,5,77815,1507,3.331352353977343,27597,48711,2439,26
43112,Chile,South America,19132514.0,2020-07-05,7,5,295532,6308,32.97005296847032,261039,28185,3685,116
43160,Ecuador,South America,17668824.0,2020-07-05,7,5,61958,4781,27.05895989455778,28722,28455,423,12
43221,Mexico,North America,129066160.0,2020-07-05,7,5,256848,30639,23.738987818340608,199914,26295,4683,273
43264,Spain,Europe,46756648.0,2020-07-05,7,5,250545,28385,60.70794467558923,150376,71784,0,0
43332,Argentina,South America,45236884.0,2020-07-06,7,6,80447,1582,3.497146266749938,28531,50334,2632,75
43373,Chile,South America,19132514.0,2020-07-06,7,6,298557,6384,33.36728252230731,264378,27795,3025,76
43421,Ecuador,South America,17668824.0,2020-07-06,7,6,62380,4821,27.285347343999803,28872,28687,422,40
43482,Mexico,North America,129066160.0,2020-07-06,7,6,261750,31119,24.110890104733883,204826,25805,4902,480
43525,Spain,Europe,46756648.0,2020-07-06,7,6,251789,28388,60.71436087548449,150376,73025,1244,3
43593,Argentina,South America,45236884.0,2020-07-07,7,7,83426,1644,3.634202567975283,30095,51687,2979,62
43634,Chile,South America,19132514.0,2020-07-07,7,7,301019,6434,33.62861775509481,268251,26334,2462,50
43682,Ecuador,South America,17668824.0,2020-07-07,7,7,63245,4873,27.579651028274437,29071,29301,865,52
